שנה,סעיף תקציבי,כותרת סעיף,גוף נתמך,מספר גוף,סוג גוף,סכום שאושר,סכום שהועבר,כתובת (מגיידסטאר / רשם החברות),עיר,מיקוד
2012,19420234,,מכון הרב פראנק,580088706,association,"₪140,323","₪140,323",רח' רוזנבלט 19 ירושלים 97460,ירושלים,
2015,19420234,מוסדות תרבות תורנית,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪211,993","₪211,993",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪208,395","₪208,395",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪200,000","₪200,000",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2016,19420234,מוסדות תרבות תורנית,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪189,929","₪189,929",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2014,19420234,מוסדות תרבות תורנית,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪189,150","₪189,150",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2012,19420234,,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪185,226","₪185,226",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2013,19420234,מוסדות תרבות תורנית,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪180,000","₪180,000",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪179,135","₪179,135",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון הרי פישל לדרישת התלמוד ומשפט ה,580020022,association,"₪169,155","₪169,155",דוד 14 שכונת הבוכרים ירושלים 97506,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪446,472","₪446,472",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2013,19420234,מוסדות תרבות תורנית,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪446,169","₪446,169",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪428,367","₪428,367",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2016,19420234,מוסדות תרבות תורנית,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪394,468","₪394,468",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2015,19420234,מוסדות תרבות תורנית,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪393,701","₪393,701",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2012,19420234,,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪392,904","₪392,904",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2014,19420234,מוסדות תרבות תורנית,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪364,459","₪364,459",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪289,372","₪289,372",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון התלמוד הישראלי השלם עש הרב הר,580185544,association,"₪216,960","₪216,960",שמואל הנגיד 30 ירושלים 91710,ירושלים,
2016,19420214,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪2,000,000","₪2,000,000",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2015,19420214,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪2,000,000","₪2,000,000",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2014,19420214,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪1,593,893","₪1,593,893",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2013,19420214,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪1,412,448","₪1,412,448",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2012,19420214,,מכון זבוטינסקי בישראל,580028736,association,"₪1,400,000","₪1,400,000",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2011,19310345,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪1,400,000","₪1,400,000",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2010,19310345,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪1,400,000","₪1,400,000",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2009,19310345,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪1,380,000","₪1,380,000",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2008,19310345,מוסדות תרבות מדע ומחקר,מכון זבוטינסקי בישראל,580028736,association,"₪1,200,000","₪1,200,000",המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2015,19420210,תמיכה בשיפוצי מוסדות,מכון זבוטינסקי בישראל,580028736,association,"₪48,361",₪0,המלך ג'ורג' 38 תל אביב - יפו 61230,תל אביב - יפו,
2016,19420224,אמנות פלסטית,מכון טכנולוגי חולון - מ.ט.ח (ער),580344109,association,"₪45,715","₪45,715",רח' גולומב 52-54 חולון 58102,חולון,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪544,141","₪544,141","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2012,19420234,,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪527,614","₪527,614","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2013,19420234,מוסדות תרבות תורנית,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪469,347","₪469,347","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2016,19420234,מוסדות תרבות תורנית,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪413,948","₪413,948","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2015,19420234,מוסדות תרבות תורנית,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪408,843","₪408,843","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪400,000","₪400,000","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2014,19420234,מוסדות תרבות תורנית,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪341,392","₪341,392","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪275,796","₪275,796","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון יחוה דעת לפרסומים תורניים הל,580268563,association,"₪241,143","₪241,143","הרב אגסי 1, הר נוף ירושלים 93877",ירושלים,
2013,19420234,מוסדות תרבות תורנית,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪579,440","₪579,440",גבעת שאול 27 ירושלים 9547780,ירושלים,
2012,19420234,,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪561,291","₪561,291",גבעת שאול 27 ירושלים 9547780,ירושלים,
2015,19420234,מוסדות תרבות תורנית,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪504,745","₪504,745",גבעת שאול 27 ירושלים 9547780,ירושלים,
2016,19420234,מוסדות תרבות תורנית,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪482,127","₪482,127",גבעת שאול 27 ירושלים 9547780,ירושלים,
2014,19420234,מוסדות תרבות תורנית,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪461,341","₪461,341",גבעת שאול 27 ירושלים 9547780,ירושלים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪323,601","₪323,601",גבעת שאול 27 ירושלים 9547780,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪303,151","₪303,151",גבעת שאול 27 ירושלים 9547780,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪267,883","₪267,883",גבעת שאול 27 ירושלים 9547780,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון ירושלים בתי מדרש לאברכים,580009546,association,"₪243,127","₪243,127",גבעת שאול 27 ירושלים 9547780,ירושלים,
2016,19420234,מוסדות תרבות תורנית,מכון להפצת משפט התורה (ער),580383107,association,"₪180,000","₪180,000",הצבעוני 12 יחיאל ליברמן אשדוד 7757112,אשדוד,
2011,19310369,מורשת עדות ישראל - תמיכה,מכון לחקר תנועת המחתרת הציונית - חל,580204691,association,"₪20,000","₪20,000",אביזוהר 8 שמש ירושלים 9626712,ירושלים,
2010,19310369,מורשת עדות ישראל - תמיכה,מכון לחקר תנועת המחתרת הציונית - חל,580204691,association,"₪20,000","₪20,000",אביזוהר 8 שמש ירושלים 9626712,ירושלים,
2009,19310369,מורשת עדות ישראל - תמיכה,מכון לחקר תנועת המחתרת הציונית - חל,580204691,association,"₪20,000","₪20,000",אביזוהר 8 שמש ירושלים 9626712,ירושלים,
2009,19310340,תמיכה לשיפוצים במוסדות תרבות,מכון לחקר תנועת המחתרת הציונית - חל,580204691,association,"₪20,000","₪20,000",אביזוהר 8 שמש ירושלים 9626712,ירושלים,
2008,19310369,מורשת עדות ישראל - תמיכה,מכון לחקר תנועת המחתרת הציונית - חל,580204691,association,"₪20,000","₪20,000",אביזוהר 8 שמש ירושלים 9626712,ירושלים,
2012,19420232,,מכון לחקר תנועת המחתרת הציונית - חל,580204691,association,"₪16,667","₪16,667",אביזוהר 8 שמש ירושלים 9626712,ירושלים,
2010,19310345,מוסדות תרבות מדע ומחקר,מכון לחקר תנועת העבודה עש פנחס לבו,580040921,association,"₪55,000","₪55,000",קהילת קיוב 17 תל אביב - יפו 6941012,תל אביב - יפו,
2009,19310345,מוסדות תרבות מדע ומחקר,מכון לחקר תנועת העבודה עש פנחס לבו,580040921,association,"₪52,000","₪52,000",קהילת קיוב 17 תל אביב - יפו 6941012,תל אביב - יפו,
2008,19310348,"מוסיקה - תזמורות, מקהלות ומוסדות למוסיקה - תמיכה",מכון למוסיקה ישראלית,580029379,association,"₪1,744,000","₪1,744,000",משכנות שאננים 0 ירושלים,ירושלים,
2009,19310348,"מוסיקה - תזמורות, מקהלות ומוסדות למוסיקה - תמיכה",מכון למוסיקה ישראלית,580029379,association,"₪1,645,000","₪1,645,000",משכנות שאננים 0 ירושלים,ירושלים,
2013,19420216,מוסיקה ותזמורות - תמיכה,מכון למוסיקה ישראלית,580029379,association,"₪1,604,671","₪1,604,671",משכנות שאננים 0 ירושלים,ירושלים,
2010,19310348,"מוסיקה - תזמורות, מקהלות ומוסדות למוסיקה - תמיכה",מכון למוסיקה ישראלית,580029379,association,"₪1,560,000","₪1,560,000",משכנות שאננים 0 ירושלים,ירושלים,
2012,19420216,,מכון למוסיקה ישראלית,580029379,association,"₪1,520,000","₪1,470,000",משכנות שאננים 0 ירושלים,ירושלים,
2011,19310348,"מוסיקה - תזמורות, מקהלות ומוסדות למוסיקה - תמיכה",מכון למוסיקה ישראלית,580029379,association,"₪1,359,062","₪1,359,062",משכנות שאננים 0 ירושלים,ירושלים,
2016,19420216,מוסיקה ותזמורות - תמיכה,מכון למוסיקה ישראלית,580029379,association,"₪1,000,000","₪1,000,000",משכנות שאננים 0 ירושלים,ירושלים,
2015,19420216,מוסיקה ותזמורות - תמיכה,מכון למוסיקה ישראלית,580029379,association,"₪1,000,000","₪1,000,000",משכנות שאננים 0 ירושלים,ירושלים,
2014,19420216,מוסיקה ותזמורות - תמיכה,מכון למוסיקה ישראלית,580029379,association,"₪924,059","₪924,059",משכנות שאננים 0 ירושלים,ירושלים,
2013,19420234,מוסדות תרבות תורנית,מכון לרבני ישובים,580228856,association,"₪283,926","₪283,926",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2012,19420234,,מכון לרבני ישובים,580228856,association,"₪255,856","₪255,856",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון לרבני ישובים,580228856,association,"₪250,000","₪250,000",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2016,19420234,מוסדות תרבות תורנית,מכון לרבני ישובים,580228856,association,"₪228,889","₪228,889",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון לרבני ישובים,580228856,association,"₪200,000","₪200,000",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2015,19420234,מוסדות תרבות תורנית,מכון לרבני ישובים,580228856,association,"₪189,961","₪189,961",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2014,19420234,מוסדות תרבות תורנית,מכון לרבני ישובים,580228856,association,"₪170,696","₪170,696",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון לרבני ישובים,580228856,association,"₪147,091","₪147,091",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון לרבני ישובים,580228856,association,"₪137,796","₪137,796",יהושע בן נון 37/10 קריית ארבע 9010000,קריית ארבע,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון מדעי טכנולוגי להלכה,580024842,association,"₪279,473","₪279,473",הפסגה 1 ירושלים 9646501,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון מדעי טכנולוגי להלכה,580024842,association,"₪261,812","₪261,812",הפסגה 1 ירושלים 9646501,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון מדעי טכנולוגי להלכה,580024842,association,"₪255,127","₪255,127",הפסגה 1 ירושלים 9646501,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון מדעי טכנולוגי להלכה,580024842,association,"₪173,662","₪58,402",הפסגה 1 ירושלים 9646501,ירושלים,
2012,19420234,,מכון מדעי טכנולוגי להלכה,580024842,association,"₪134,710","₪11,680",הפסגה 1 ירושלים 9646501,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון מעליות,580144327,association,"₪357,177","₪357,177",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2012,19420234,,מכון מעליות,580144327,association,"₪336,775","₪336,775",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון מעליות,580144327,association,"₪329,958","₪329,958",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2013,19420234,מוסדות תרבות תורנית,מכון מעליות,580144327,association,"₪318,692","₪318,692",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2016,19420234,מוסדות תרבות תורנית,מכון מעליות,580144327,association,"₪277,589","₪277,589",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2015,19420234,מוסדות תרבות תורנית,מכון מעליות,580144327,association,"₪267,515","₪267,515",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2014,19420234,מוסדות תרבות תורנית,מכון מעליות,580144327,association,"₪262,964","₪262,964",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון מעליות,580144327,association,"₪246,378","₪246,378",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון מעליות,580144327,association,"₪213,584","₪213,584",דרך מצפה נבו 21 מעלה אדומים 9841017,מעלה אדומים,
2016,19420214,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪350,000","₪350,000","ת""ד 211 קריית אונו 55100",קריית אונו,
2015,19420214,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪300,000","₪300,000","ת""ד 211 קריית אונו 55100",קריית אונו,
2014,19420214,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪280,000","₪280,000","ת""ד 211 קריית אונו 55100",קריית אונו,
2013,19420214,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪218,349","₪218,349","ת""ד 211 קריית אונו 55100",קריית אונו,
2012,19420214,,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪190,000","₪190,000","ת""ד 211 קריית אונו 55100",קריית אונו,
2011,19310345,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪185,447","₪185,447","ת""ד 211 קריית אונו 55100",קריית אונו,
2009,19310345,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪178,823","₪178,823","ת""ד 211 קריית אונו 55100",קריית אונו,
2010,19310345,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪145,991","₪145,991","ת""ד 211 קריית אונו 55100",קריית אונו,
2008,19310345,מוסדות תרבות מדע ומחקר,מכון משה - לחקר משנת הרמבם מייסוד,580096865,association,"₪144,000","₪144,000","ת""ד 211 קריית אונו 55100",קריית אונו,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון משנת רבי עקיבא,580266120,association,"₪147,091","₪147,091",חזון איש 54 ב' אצל יוסף לורינץ בני ברק 51511,בני ברק,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון משנת רבי עקיבא,580266120,association,"₪134,351","₪134,351",חזון איש 54 ב' אצל יוסף לורינץ בני ברק 51511,בני ברק,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון משנת רבי עקיבא,580266120,association,"₪95,673","₪95,673",חזון איש 54 ב' אצל יוסף לורינץ בני ברק 51511,בני ברק,
2015,19420234,מוסדות תרבות תורנית,מכון משפטי ארץ (ער),580365443,association,"₪234,790","₪234,790",ד.נ מזרח בנימין עפרה 90627,עפרה,
2014,19420234,מוסדות תרבות תורנית,מכון משפטי ארץ (ער),580365443,association,"₪216,830","₪216,830",ד.נ מזרח בנימין עפרה 90627,עפרה,
2013,19420234,מוסדות תרבות תורנית,מכון משפטי ארץ (ער),580365443,association,"₪200,000","₪200,000",ד.נ מזרח בנימין עפרה 90627,עפרה,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון משפטי ארץ (ער),580365443,association,"₪200,000","₪200,000",ד.נ מזרח בנימין עפרה 90627,עפרה,
2016,19420234,מוסדות תרבות תורנית,מכון משפטי ארץ (ער),580365443,association,"₪199,669","₪199,669",ד.נ מזרח בנימין עפרה 90627,עפרה,
2012,19420234,,מכון משפטי ארץ (ער),580365443,association,"₪40,000","₪40,000",ד.נ מזרח בנימין עפרה 90627,עפרה,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון ראש פינה בירושלים,580284800,association,"₪300,000","₪300,000",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון ראש פינה בירושלים,580284800,association,"₪242,701","₪242,701",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון ראש פינה בירושלים,580284800,association,"₪196,359","₪196,359",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון ראש פינה בירושלים,580284800,association,"₪191,028","₪191,028",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2013,19420234,מוסדות תרבות תורנית,מכון ראש פינה בירושלים,580284800,association,"₪173,832","₪173,832",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2012,19420234,,מכון ראש פינה בירושלים,580284800,association,"₪168,387","₪168,387",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2016,19420234,מוסדות תרבות תורנית,מכון ראש פינה בירושלים,580284800,association,"₪136,359","₪136,359",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2014,19420234,מוסדות תרבות תורנית,מכון ראש פינה בירושלים,580284800,association,"₪124,562","₪124,562",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2015,19420234,מוסדות תרבות תורנית,מכון ראש פינה בירושלים,580284800,association,"₪121,139","₪121,139",הפסגה 18 משפחת דרעי ירושלים 9646528,ירושלים,
2016,19420218,מוזיאונים - תמיכה,מכון רימון לידיעת הארץ,580175644,association,"₪188,163","₪188,163",מועצה אזורית בני שמעון ד.נ. הנגב בית קמה 85335,בית קמה,
2015,19420218,מוזיאונים - תמיכה,מכון רימון לידיעת הארץ,580175644,association,"₪187,474","₪187,474",מועצה אזורית בני שמעון ד.נ. הנגב בית קמה 85335,בית קמה,
2015,19420235,תרבות בנגב,מכון רימון לידיעת הארץ,580175644,association,"₪55,069","₪55,069",מועצה אזורית בני שמעון ד.נ. הנגב בית קמה 85335,בית קמה,
2013,19420214,מוסדות תרבות מדע ומחקר,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪70,622","₪70,622","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2012,19420214,,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪70,000","₪70,000","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2011,19310345,מוסדות תרבות מדע ומחקר,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪70,000","₪70,000","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2010,19310345,מוסדות תרבות מדע ומחקר,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪70,000","₪70,000","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2014,19420214,מוסדות תרבות מדע ומחקר,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪64,538","₪64,538","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2009,19310345,מוסדות תרבות מדע ומחקר,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪58,333","₪58,333","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2015,19420214,מוסדות תרבות מדע ומחקר,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪45,177","₪45,177","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2008,19310345,מוסדות תרבות מדע ומחקר,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪40,000","₪40,000","ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2013,19420210,תמיכה בשיפוצי מוסדות,"מכון שואה ואמונה - שם עולם, לעיון,",580331833,association,"₪24,000",₪0,"ישיבת בני עקיבא קרית ישיבת בני עקיבא אצל הרב קריגר אברהם כפר הרא""ה","כפר הרא""ה",
2014,19420232,מורשת עדות ישראל,מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪28,063","₪28,063",בלפור 6 ירושלים 9210207,ירושלים,
2013,19420232,מורשת עדות ישראל,מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪25,000","₪25,000",בלפור 6 ירושלים 9210207,ירושלים,
2012,19420232,,מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪25,000","₪25,000",בלפור 6 ירושלים 9210207,ירושלים,
2011,19310369,מורשת עדות ישראל - תמיכה,מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪25,000","₪25,000",בלפור 6 ירושלים 9210207,ירושלים,
2010,19310369,מורשת עדות ישראל - תמיכה,מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪25,000","₪25,000",בלפור 6 ירושלים 9210207,ירושלים,
2009,19310369,מורשת עדות ישראל - תמיכה,מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪25,000","₪25,000",בלפור 6 ירושלים 9210207,ירושלים,
2008,19310369,מורשת עדות ישראל - תמיכה,מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪25,000","₪25,000",בלפור 6 ירושלים 9210207,ירושלים,
2013,19420222,"ספרות, כתבי עת ומפעלי תרבות",מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪20,041","₪20,041",בלפור 6 ירושלים 9210207,ירושלים,
2014,19420222,"ספרות, כתבי עת ומפעלי תרבות",מכון שוקן למחקר היהדות ליד בית המדר,510290026,company,"₪4,514","₪4,514",בלפור 6 ירושלים 9210207,ירושלים,
2012,19420214,,מכון שיטים (ער),580459212,association,"₪110,000","₪110,000",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2010,19310345,מוסדות תרבות מדע ומחקר,מכון שיטים (ער),580459212,association,"₪85,000","₪85,000",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2009,19310345,מוסדות תרבות מדע ומחקר,מכון שיטים (ער),580459212,association,"₪85,000","₪85,000",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2011,19310345,מוסדות תרבות מדע ומחקר,מכון שיטים (ער),580459212,association,"₪83,400","₪83,400",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2013,19420214,מוסדות תרבות מדע ומחקר,מכון שיטים (ער),580459212,association,"₪44,000","₪44,000",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2011,19310367,תרבות בקהילה - תמיכה,מכון שיטים (ער),580459212,association,"₪20,000","₪20,000",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2010,19310367,תרבות בקהילה - תמיכה,מכון שיטים (ער),580459212,association,"₪20,000","₪20,000",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2009,19310367,תרבות בקהילה - תמיכה,מכון שיטים (ער),580459212,association,"₪20,000","₪20,000",קבוץ בית השיטה בית השיטה 10801,בית השיטה,
2016,19420214,מוסדות תרבות מדע ומחקר,מכון שלום הרטמן-ישראל (חלצ),511021156,company,"₪72,271","₪72,271",גדליהו אלון 11 ירושלים 0,ירושלים,
2015,19420214,מוסדות תרבות מדע ומחקר,מכון שלום הרטמן-ישראל (חלצ),511021156,company,"₪71,258","₪71,258",גדליהו אלון 11 ירושלים 0,ירושלים,
2014,19420214,מוסדות תרבות מדע ומחקר,מכון שלום הרטמן-ישראל (חלצ),511021156,company,"₪66,952","₪66,952",גדליהו אלון 11 ירושלים 0,ירושלים,
